Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1980-01-31,1979-1980,Nov-Jan,,,
1980-02-29,1979-1980,Dec-Feb,,,
1980-03-31,1979-1980,Jan-Mar,-0.35,0.16,-0.06
1980-04-30,1980-1981,Feb-Apr,1.03,1.15,1.22
1980-05-31,1980-1981,Mar-May,0.83,0.99,1.02
1980-06-30,1980-1981,Apr-Jun,1.07,0.94,1.09
1980-07-31,1980-1981,May-Jul,0.34,0.57,0.59
1980-08-31,1980-1981,Jun-Aug,1.0,0.8,0.95
1980-09-30,1980-1981,Jul-Sep,-0.09,0.19,0.12
1980-10-31,1980-1981,Aug-Oct,0.21,0.39,0.38
1980-11-30,1980-1981,Sep-Nov,-0.53,-0.28,-0.38
1980-12-31,1980-1981,Oct-Dec,0.27,0.65,0.56
1981-01-31,1980-1981,Nov-Jan,-0.43,-0.01,-0.22
1981-02-28,1980-1981,Dec-Feb,-0.37,0.12,-0.11
1981-03-31,1980-1981,Jan-Mar,-0.63,-0.97,-0.98
1981-04-30,1981-1982,Feb-Apr,-0.71,-1.47,-1.29
1981-05-31,1981-1982,Mar-May,-0.48,0.07,-0.15
1981-06-30,1981-1982,Apr-Jun,0.01,0.48,0.38
1981-07-31,1981-1982,May-Jul,0.56,0.67,0.74
1981-08-31,1981-1982,Jun-Aug,0.64,0.65,0.73
1981-09-30,1981-1982,Jul-Sep,1.65,1.05,1.33
1981-10-31,1981-1982,Aug-Oct,1.03,0.84,0.99
1981-11-30,1981-1982,Sep-Nov,0.72,0.84,0.83
1981-12-31,1981-1982,Oct-Dec,-0.92,-1.3,-1.23
1982-01-31,1981-1982,Nov-Jan,-0.68,-1.07,-1.02
1982-02-28,1981-1982,Dec-Feb,0.0,0.61,0.42
1982-03-31,1981-1982,Jan-Mar,-0.02,0.58,0.4
1982-04-30,1982-1983,Feb-Apr,-0.26,0.32,0.1
1982-05-31,1982-1983,Mar-May,-0.75,-0.76,-0.85
1982-06-30,1982-1983,Apr-Jun,-0.5,0.04,-0.15
1982-07-31,1982-1983,May-Jul,0.68,0.72,0.82
1982-08-31,1982-1983,Jun-Aug,1.42,0.95,1.19
1982-09-30,1982-1983,Jul-Sep,1.62,1.04,1.32
1982-10-31,1982-1983,Aug-Oct,1.62,1.09,1.36
1982-11-30,1982-1983,Sep-Nov,1.17,1.1,1.17
1982-12-31,1982-1983,Oct-Dec,0.97,1.03,1.07
1983-01-31,1982-1983,Nov-Jan,-0.36,0.13,-0.09
1983-02-28,1982-1983,Dec-Feb,-0.58,-0.53,-0.66
1983-03-31,1982-1983,Jan-Mar,-0.45,-0.07,-0.28
1983-04-30,1983-1984,Feb-Apr,-0.53,-0.23,-0.42
1983-05-31,1983-1984,Mar-May,-0.67,-0.38,-0.56
1983-06-30,1983-1984,Apr-Jun,,,
1983-07-31,1983-1984,May-Jul,,,
1983-08-31,1983-1984,Jun-Aug,,,
1983-09-30,1983-1984,Jul-Sep,0.63,0.62,0.69
1983-10-31,1983-1984,Aug-Oct,1.19,0.92,1.1
1983-11-30,1983-1984,Sep-Nov,1.65,1.33,1.48
1983-12-31,1983-1984,Oct-Dec,2.15,1.43,1.72
1984-01-31,1983-1984,Nov-Jan,1.51,1.35,1.5
1984-02-29,1983-1984,Dec-Feb,0.63,1.02,0.98
1984-03-31,1983-1984,Jan-Mar,1.4,1.29,1.47
1984-04-30,1984-1985,Feb-Apr,0.86,1.09,1.11
1984-05-31,1984-1985,Mar-May,0.99,1.05,1.11
1984-06-30,1984-1985,Apr-Jun,1.49,1.05,1.3
1984-07-31,1984-1985,May-Jul,2.82,1.3,1.88
1984-08-31,1984-1985,Jun-Aug,2.68,1.3,1.81
1984-09-30,1984-1985,Jul-Sep,1.1,0.84,1.0
1984-10-31,1984-1985,Aug-Oct,-0.79,-0.5,-0.65
1984-11-30,1984-1985,Sep-Nov,-0.53,-0.29,-0.39
1984-12-31,1984-1985,Oct-Dec,-0.11,0.35,0.21
1985-01-31,1984-1985,Nov-Jan,-0.12,0.47,0.26
1985-02-28,1984-1985,Dec-Feb,-0.42,0.02,-0.2
1985-03-31,1984-1985,Jan-Mar,-0.56,-0.44,-0.6
1985-04-30,1985-1986,Feb-Apr,-0.62,-0.58,-0.7
1985-05-31,1985-1986,Mar-May,-0.54,-0.04,-0.26
1985-06-30,1985-1986,Apr-Jun,-0.6,-0.1,-0.3
1985-07-31,1985-1986,May-Jul,-0.3,0.17,0.03
1985-08-31,1985-1986,Jun-Aug,1.06,0.82,0.99
1985-09-30,1985-1986,Jul-Sep,2.42,1.3,1.74
1985-10-31,1985-1986,Aug-Oct,2.33,1.35,1.77
1985-11-30,1985-1986,Sep-Nov,0.51,0.7,0.67
1985-12-31,1985-1986,Oct-Dec,-0.59,-0.27,-0.42
1986-01-31,1985-1986,Nov-Jan,-0.51,-0.22,-0.4
1986-02-28,1985-1986,Dec-Feb,-0.43,0.0,-0.22
1986-03-31,1985-1986,Jan-Mar,-0.39,0.07,-0.15
1986-04-30,1986-1987,Feb-Apr,-0.17,0.43,0.23
1986-05-31,1986-1987,Mar-May,0.48,0.85,0.8
1986-06-30,1986-1987,Apr-Jun,0.58,0.77,0.81
1986-07-31,1986-1987,May-Jul,0.18,0.49,0.47
1986-08-31,1986-1987,Jun-Aug,-0.55,-0.11,-0.26
1986-09-30,1986-1987,Jul-Sep,-1.18,-0.98,-1.15
1986-10-31,1986-1987,Aug-Oct,-0.63,-0.31,-0.45
1986-11-30,1986-1987,Sep-Nov,,,
1986-12-31,1986-1987,Oct-Dec,,,
1987-01-31,1986-1987,Nov-Jan,,,
1987-02-28,1986-1987,Dec-Feb,,,
1987-03-31,1986-1987,Jan-Mar,,,
1987-04-30,1987-1988,Feb-Apr,,,
1987-05-31,1987-1988,Mar-May,,,
1987-06-30,1987-1988,Apr-Jun,,,
1987-07-31,1987-1988,May-Jul,,,
1987-08-31,1987-1988,Jun-Aug,,,
1987-09-30,1987-1988,Jul-Sep,,,
1987-10-31,1987-1988,Aug-Oct,,,
1987-11-30,1987-1988,Sep-Nov,,,
1987-12-31,1987-1988,Oct-Dec,-0.47,-0.07,-0.24
1988-01-31,1987-1988,Nov-Jan,1.67,1.4,1.59
1988-02-29,1987-1988,Dec-Feb,2.78,1.63,2.1
1988-03-31,1987-1988,Jan-Mar,2.14,1.47,1.84
