Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1980-01-31,1979-1980,Aug-Jan,,,
1980-02-29,1979-1980,Sep-Feb,,,
1980-03-31,1979-1980,Oct-Mar,,,
1980-04-30,1980-1981,Nov-Apr,,,
1980-05-31,1980-1981,Dec-May,,,
1980-06-30,1980-1981,Jan-Jun,-0.21,0.17,0.05
1980-07-31,1980-1981,Feb-Jul,-0.15,0.21,0.11
1980-08-31,1980-1981,Mar-Aug,-0.01,0.3,0.22
1980-09-30,1980-1981,Apr-Sep,-0.18,0.11,0.02
1980-10-31,1980-1981,May-Oct,-0.44,-0.19,-0.29
1980-11-30,1980-1981,Jun-Nov,-0.38,-0.17,-0.25
1980-12-31,1980-1981,Jul-Dec,-0.17,0.08,-0.01
1981-01-31,1980-1981,Aug-Jan,-0.14,0.15,0.04
1981-02-28,1980-1981,Sep-Feb,0.09,0.43,0.32
1981-03-31,1980-1981,Oct-Mar,0.21,0.55,0.46
1981-04-30,1981-1982,Nov-Apr,-0.18,0.24,0.11
1981-05-31,1981-1982,Dec-May,0.0,0.4,0.3
1981-06-30,1981-1982,Jan-Jun,-0.0,0.35,0.26
1981-07-31,1981-1982,Feb-Jul,-0.01,0.32,0.24
1981-08-31,1981-1982,Mar-Aug,-0.09,0.24,0.15
1981-09-30,1981-1982,Apr-Sep,0.17,0.43,0.36
1981-10-31,1981-1982,May-Oct,0.18,0.41,0.35
1981-11-30,1981-1982,Jun-Nov,-0.04,0.18,0.12
1981-12-31,1981-1982,Jul-Dec,-0.36,-0.14,-0.23
1982-01-31,1981-1982,Aug-Jan,-0.44,-0.26,-0.35
1982-02-28,1981-1982,Sep-Feb,-0.31,-0.06,-0.17
1982-03-31,1981-1982,Oct-Mar,-0.61,-0.46,-0.57
1982-04-30,1982-1983,Nov-Apr,-0.59,-0.26,-0.41
1982-05-31,1982-1983,Dec-May,-0.54,-0.16,-0.32
1982-06-30,1982-1983,Jan-Jun,-0.44,-0.07,-0.22
1982-07-31,1982-1983,Feb-Jul,-0.39,-0.01,-0.14
1982-08-31,1982-1983,Mar-Aug,-0.47,-0.12,-0.25
1982-09-30,1982-1983,Apr-Sep,-0.19,0.11,0.01
1982-10-31,1982-1983,May-Oct,0.12,0.36,0.29
1982-11-30,1982-1983,Jun-Nov,0.36,0.53,0.5
1982-12-31,1982-1983,Jul-Dec,0.36,0.59,0.54
1983-01-31,1982-1983,Aug-Jan,0.24,0.54,0.45
1983-02-28,1982-1983,Sep-Feb,0.87,1.08,1.04
1983-03-31,1982-1983,Oct-Mar,0.95,1.04,1.08
1983-04-30,1983-1984,Nov-Apr,0.79,0.88,0.93
1983-05-31,1983-1984,Dec-May,0.8,0.86,0.93
1983-06-30,1983-1984,Jan-Jun,0.71,0.8,0.84
1983-07-31,1983-1984,Feb-Jul,1.23,0.99,1.14
1983-08-31,1983-1984,Mar-Aug,0.4,0.59,0.57
1983-09-30,1983-1984,Apr-Sep,0.09,0.36,0.29
1983-10-31,1983-1984,May-Oct,0.42,0.59,0.56
1983-11-30,1983-1984,Jun-Nov,0.48,0.62,0.6
1983-12-31,1983-1984,Jul-Dec,0.4,0.62,0.58
1984-01-31,1983-1984,Aug-Jan,-0.05,0.25,0.15
1984-02-29,1983-1984,Sep-Feb,0.02,0.36,0.24
1984-03-31,1983-1984,Oct-Mar,0.2,0.53,0.45
1984-04-30,1984-1985,Nov-Apr,0.05,0.44,0.34
1984-05-31,1984-1985,Dec-May,-0.0,0.4,0.3
1984-06-30,1984-1985,Jan-Jun,0.57,0.73,0.74
1984-07-31,1984-1985,Feb-Jul,0.73,0.77,0.81
1984-08-31,1984-1985,Mar-Aug,0.62,0.72,0.73
1984-09-30,1984-1985,Apr-Sep,0.42,0.62,0.58
1984-10-31,1984-1985,May-Oct,0.43,0.6,0.58
1984-11-30,1984-1985,Jun-Nov,0.32,0.5,0.46
1984-12-31,1984-1985,Jul-Dec,-0.38,-0.16,-0.26
1985-01-31,1984-1985,Aug-Jan,-0.63,-0.55,-0.61
1985-02-28,1984-1985,Sep-Feb,-0.66,-0.66,-0.7
1985-03-31,1984-1985,Oct-Mar,-0.67,-0.57,-0.66
1985-04-30,1985-1986,Nov-Apr,-0.51,-0.14,-0.3
1985-05-31,1985-1986,Dec-May,-0.33,0.1,-0.05
1985-06-30,1985-1986,Jan-Jun,-0.27,0.11,-0.01
1985-07-31,1985-1986,Feb-Jul,0.13,0.42,0.36
1985-08-31,1985-1986,Mar-Aug,0.63,0.73,0.74
1985-09-30,1985-1986,Apr-Sep,0.89,0.92,0.95
1985-10-31,1985-1986,May-Oct,0.78,0.83,0.86
1985-11-30,1985-1986,Jun-Nov,0.56,0.68,0.68
1985-12-31,1985-1986,Jul-Dec,0.37,0.6,0.55
1986-01-31,1985-1986,Aug-Jan,-0.09,0.2,0.1
1986-02-28,1985-1986,Sep-Feb,-0.58,-0.5,-0.56
1986-03-31,1985-1986,Oct-Mar,-0.71,-0.65,-0.73
1986-04-30,1986-1987,Nov-Apr,-0.31,0.11,-0.04
1986-05-31,1986-1987,Dec-May,0.01,0.4,0.31
1986-06-30,1986-1987,Jan-Jun,0.09,0.42,0.34
1986-07-31,1986-1987,Feb-Jul,0.01,0.34,0.26
1986-08-31,1986-1987,Mar-Aug,0.04,0.35,0.27
1986-09-30,1986-1987,Apr-Sep,0.08,0.35,0.27
1986-10-31,1986-1987,May-Oct,-0.38,-0.12,-0.22
1986-11-30,1986-1987,Jun-Nov,0.28,0.46,0.42
1986-12-31,1986-1987,Jul-Dec,0.36,0.59,0.54
1987-01-31,1986-1987,Aug-Jan,0.43,0.69,0.63
1987-02-28,1986-1987,Sep-Feb,0.39,0.71,0.62
1987-03-31,1986-1987,Oct-Mar,0.15,0.49,0.4
1987-04-30,1987-1988,Nov-Apr,0.77,0.88,0.92
1987-05-31,1987-1988,Dec-May,0.2,0.53,0.48
1987-06-30,1987-1988,Jan-Jun,0.07,0.41,0.33
1987-07-31,1987-1988,Feb-Jul,0.23,0.48,0.44
1987-08-31,1987-1988,Mar-Aug,0.73,0.79,0.82
1987-09-30,1987-1988,Apr-Sep,1.0,0.98,1.03
1987-10-31,1987-1988,May-Oct,0.33,0.53,0.49
1987-11-30,1987-1988,Jun-Nov,0.23,0.42,0.38
1987-12-31,1987-1988,Jul-Dec,0.31,0.54,0.49
1988-01-31,1987-1988,Aug-Jan,0.72,0.92,0.89
1988-02-29,1987-1988,Sep-Feb,0.29,0.62,0.52
1988-03-31,1987-1988,Oct-Mar,-0.0,0.35,0.24
1988-04-30,1988-1989,Nov-Apr,-0.05,0.35,0.24
1988-05-31,1988-1989,Dec-May,-0.25,0.18,0.05
1988-06-30,1988-1989,Jan-Jun,-0.4,-0.03,-0.17
1988-07-31,1988-1989,Feb-Jul,-0.99,-0.87,-0.98
1988-08-31,1988-1989,Mar-Aug,-0.95,-0.84,-0.93
1988-09-30,1988-1989,Apr-Sep,-0.73,-0.55,-0.65
1988-10-31,1988-1989,May-Oct,-0.68,-0.5,-0.59
1988-11-30,1988-1989,Jun-Nov,-0.7,-0.57,-0.65
1988-12-31,1988-1989,Jul-Dec,-0.53,-0.37,-0.46
1989-01-31,1988-1989,Aug-Jan,-0.57,-0.45,-0.53
1989-02-28,1988-1989,Sep-Feb,-0.76,-0.9,-0.89
1989-03-31,1988-1989,Oct-Mar,-1.02,-1.65,-1.5
1989-04-30,1989-1990,Nov-Apr,-1.07,-1.96,-1.73
1989-05-31,1989-1990,Dec-May,-1.11,-2.28,-1.95
1989-06-30,1989-1990,Jan-Jun,-1.27,-2.88,-2.35
1989-07-31,1989-1990,Feb-Jul,-1.43,-2.98,-2.46
1989-08-31,1989-1990,Mar-Aug,-1.45,-2.74,-2.31
1989-09-30,1989-1990,Apr-Sep,-1.51,-3.0,-2.48
1989-10-31,1989-1990,May-Oct,-1.64,-3.15,-2.63
1989-11-30,1989-1990,Jun-Nov,-1.76,-3.13,-2.69
1989-12-31,1989-1990,Jul-Dec,-1.38,-2.43,-2.11
1990-01-31,1989-1990,Aug-Jan,-1.19,-2.11,-1.82
1990-02-28,1989-1990,Sep-Feb,-0.96,-1.52,-1.36
1990-03-31,1989-1990,Oct-Mar,-0.41,-0.13,-0.25
1990-04-30,1990-1991,Nov-Apr,0.25,0.58,0.52
1990-05-31,1990-1991,Dec-May,0.29,0.59,0.56
1990-06-30,1990-1991,Jan-Jun,0.31,0.57,0.53
1990-07-31,1990-1991,Feb-Jul,0.25,0.5,0.46
1990-08-31,1990-1991,Mar-Aug,0.09,0.38,0.31
1990-09-30,1990-1991,Apr-Sep,-0.42,-0.14,-0.24
1990-10-31,1990-1991,May-Oct,-1.02,-1.04,-1.08
1990-11-30,1990-1991,Jun-Nov,-0.77,-0.66,-0.73
1990-12-31,1990-1991,Jul-Dec,-0.23,0.01,-0.08
1991-01-31,1990-1991,Aug-Jan,-0.13,0.15,0.05
1991-02-28,1990-1991,Sep-Feb,-0.1,0.22,0.1
1991-03-31,1990-1991,Oct-Mar,-0.14,0.21,0.09
1991-04-30,1991-1992,Nov-Apr,0.4,0.68,0.64
1991-05-31,1991-1992,Dec-May,0.0,0.4,0.3
1991-06-30,1991-1992,Jan-Jun,-0.16,0.22,0.1
1991-07-31,1991-1992,Feb-Jul,0.49,0.64,0.64
1991-08-31,1991-1992,Mar-Aug,0.56,0.69,0.69
1991-09-30,1991-1992,Apr-Sep,0.62,0.75,0.75
1991-10-31,1991-1992,May-Oct,0.2,0.42,0.37
1991-11-30,1991-1992,Jun-Nov,0.3,0.48,0.44
1991-12-31,1991-1992,Jul-Dec,0.32,0.56,0.5
1992-01-31,1991-1992,Aug-Jan,-0.33,-0.09,-0.19
1992-02-29,1991-1992,Sep-Feb,-0.23,0.05,-0.06
1992-03-31,1991-1992,Oct-Mar,0.04,0.39,0.29
1992-04-30,1992-1993,Nov-Apr,0.58,0.78,0.78
1992-05-31,1992-1993,Dec-May,1.24,1.04,1.2
1992-06-30,1992-1993,Jan-Jun,2.07,1.34,1.66
1992-07-31,1992-1993,Feb-Jul,2.23,1.35,1.69
1992-08-31,1992-1993,Mar-Aug,2.21,1.4,1.7
1992-09-30,1992-1993,Apr-Sep,1.98,1.44,1.66
1992-10-31,1992-1993,May-Oct,1.26,1.11,1.21
1992-11-30,1992-1993,Jun-Nov,0.35,0.52,0.49
1992-12-31,1992-1993,Jul-Dec,-0.85,-0.9,-0.93
1993-01-31,1992-1993,Aug-Jan,-0.36,-0.14,-0.23
1993-02-28,1992-1993,Sep-Feb,-0.35,-0.13,-0.23
1993-03-31,1992-1993,Oct-Mar,-0.43,-0.15,-0.28
1993-04-30,1993-1994,Nov-Apr,-0.38,0.02,-0.13
1993-05-31,1993-1994,Dec-May,0.54,0.73,0.75
1993-06-30,1993-1994,Jan-Jun,0.95,0.92,1.01
1993-07-31,1993-1994,Feb-Jul,0.43,0.61,0.6
1993-08-31,1993-1994,Mar-Aug,0.38,0.58,0.55
1993-09-30,1993-1994,Apr-Sep,0.33,0.55,0.5
1993-10-31,1993-1994,May-Oct,0.61,0.73,0.72
1993-11-30,1993-1994,Jun-Nov,-0.02,0.2,0.13
1993-12-31,1993-1994,Jul-Dec,0.21,0.45,0.39
1994-01-31,1993-1994,Aug-Jan,0.19,0.48,0.39
1994-02-28,1993-1994,Sep-Feb,0.22,0.55,0.45
1994-03-31,1993-1994,Oct-Mar,0.28,0.6,0.52
1994-04-30,1994-1995,Nov-Apr,0.07,0.45,0.36
1994-05-31,1994-1995,Dec-May,-0.3,0.13,-0.01
1994-06-30,1994-1995,Jan-Jun,-0.56,-0.22,-0.37
1994-07-31,1994-1995,Feb-Jul,-0.57,-0.2,-0.34
1994-08-31,1994-1995,Mar-Aug,-0.44,-0.09,-0.21
1994-09-30,1994-1995,Apr-Sep,-0.41,-0.13,-0.23
1994-10-31,1994-1995,May-Oct,-0.02,0.23,0.16
