Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1980-05-31,1980-1981,Mar-May,,,
1980-06-30,1980-1981,Apr-Jun,,,
1980-07-31,1980-1981,May-Jul,-0.01,0.34,0.25
1980-08-31,1980-1981,Jun-Aug,0.8,0.79,0.84
1980-09-30,1980-1981,Jul-Sep,-0.26,0.06,-0.04
1980-10-31,1980-1981,Aug-Oct,0.32,0.58,0.53
1980-11-30,1980-1981,Sep-Nov,-0.11,0.21,0.11
1980-12-31,1980-1981,Oct-Dec,0.75,0.94,0.93
1981-01-31,1980-1981,Nov-Jan,0.13,0.64,0.48
1981-02-28,1980-1981,Dec-Feb,0.75,1.08,1.06
1981-03-31,1980-1981,Jan-Mar,0.27,0.74,0.64
1981-04-30,1981-1982,Feb-Apr,-0.15,0.37,0.22
1981-05-31,1981-1982,Mar-May,-0.39,0.16,-0.02
1981-06-30,1981-1982,Apr-Jun,0.04,0.47,0.36
1981-07-31,1981-1982,May-Jul,0.52,0.67,0.68
1981-08-31,1981-1982,Jun-Aug,0.96,0.87,0.95
1981-09-30,1981-1982,Jul-Sep,0.98,0.9,0.98
1981-10-31,1981-1982,Aug-Oct,0.25,0.52,0.46
1981-11-30,1981-1982,Sep-Nov,-0.17,0.14,0.04
1981-12-31,1981-1982,Oct-Dec,-0.75,-0.72,-0.79
1982-01-31,1981-1982,Nov-Jan,-0.54,-0.26,-0.42
1982-02-28,1981-1982,Dec-Feb,-0.24,0.32,0.1
1982-03-31,1981-1982,Jan-Mar,-0.18,0.37,0.18
1982-04-30,1982-1983,Feb-Apr,-0.42,0.11,-0.08
1982-05-31,1982-1983,Mar-May,-0.7,-0.27,-0.45
1982-06-30,1982-1983,Apr-Jun,-0.53,-0.08,-0.26
1982-07-31,1982-1983,May-Jul,-0.19,0.2,0.09
1982-08-31,1982-1983,Jun-Aug,0.69,0.73,0.76
1982-09-30,1982-1983,Jul-Sep,1.4,1.1,1.25
1982-10-31,1982-1983,Aug-Oct,1.25,1.14,1.25
1982-11-30,1982-1983,Sep-Nov,1.27,1.15,1.26
1982-12-31,1982-1983,Oct-Dec,0.68,0.9,0.88
1983-01-31,1982-1983,Nov-Jan,0.34,0.79,0.67
