Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1980-01-31,1979-1980,Aug-Jan,,,
1980-02-29,1979-1980,Sep-Feb,,,
1980-03-31,1979-1980,Oct-Mar,,,
1980-04-30,1980-1981,Nov-Apr,,,
1980-05-31,1980-1981,Dec-May,,,
1980-06-30,1980-1981,Jan-Jun,-0.56,-0.19,-0.35
1980-07-31,1980-1981,Feb-Jul,-0.22,0.17,0.05
1980-08-31,1980-1981,Mar-Aug,0.07,0.34,0.26
1980-09-30,1980-1981,Apr-Sep,-0.11,0.14,0.06
1980-10-31,1980-1981,May-Oct,0.22,0.38,0.35
1980-11-30,1980-1981,Jun-Nov,0.24,0.39,0.36
1980-12-31,1980-1981,Jul-Dec,0.07,0.26,0.21
1981-01-31,1980-1981,Aug-Jan,-0.32,-0.03,-0.13
1981-02-28,1980-1981,Sep-Feb,-0.56,-0.4,-0.49
1981-03-31,1980-1981,Oct-Mar,-0.22,0.17,0.03
1981-04-30,1981-1982,Nov-Apr,-0.47,-0.14,-0.29
1981-05-31,1981-1982,Dec-May,0.24,0.62,0.55
1981-06-30,1981-1982,Jan-Jun,0.07,0.47,0.37
1981-07-31,1981-1982,Feb-Jul,0.11,0.42,0.37
1981-08-31,1981-1982,Mar-Aug,0.31,0.54,0.49
1981-09-30,1981-1982,Apr-Sep,0.48,0.6,0.59
1981-10-31,1981-1982,May-Oct,0.5,0.58,0.58
1981-11-30,1981-1982,Jun-Nov,-0.25,-0.01,-0.09
1981-12-31,1981-1982,Jul-Dec,-0.18,0.05,-0.02
1982-01-31,1981-1982,Aug-Jan,-0.22,0.06,-0.03
1982-02-28,1981-1982,Sep-Feb,-0.73,-0.7,-0.75
1982-03-31,1981-1982,Oct-Mar,-0.92,-1.32,-1.25
1982-04-30,1982-1983,Nov-Apr,-0.91,-1.5,-1.36
1982-05-31,1982-1983,Dec-May,-0.82,-0.78,-0.89
1982-06-30,1982-1983,Jan-Jun,-0.36,0.07,-0.08
1982-07-31,1982-1983,Feb-Jul,-0.0,0.34,0.26
1982-08-31,1982-1983,Mar-Aug,0.11,0.38,0.3
1982-09-30,1982-1983,Apr-Sep,0.44,0.58,0.56
1982-10-31,1982-1983,May-Oct,0.55,0.61,0.62
1982-11-30,1982-1983,Jun-Nov,0.62,0.66,0.68
1982-12-31,1982-1983,Jul-Dec,0.07,0.26,0.21
1983-01-31,1982-1983,Aug-Jan,-0.36,-0.06,-0.17
1983-02-28,1982-1983,Sep-Feb,-0.55,-0.38,-0.47
1983-03-31,1982-1983,Oct-Mar,-0.83,-0.98,-1.0
1983-04-30,1983-1984,Nov-Apr,-0.77,-0.85,-0.9
1983-05-31,1983-1984,Dec-May,-0.82,-0.77,-0.88
1983-06-30,1983-1984,Jan-Jun,-0.71,-0.47,-0.61
1983-07-31,1983-1984,Feb-Jul,-0.72,-0.4,-0.56
1983-08-31,1983-1984,Mar-Aug,-0.64,-0.48,-0.57
1983-09-30,1983-1984,Apr-Sep,-0.18,0.08,-0.0
1983-10-31,1983-1984,May-Oct,1.08,0.92,1.0
1983-11-30,1983-1984,Jun-Nov,2.48,1.62,1.93
1983-12-31,1983-1984,Jul-Dec,2.8,1.79,2.14
1984-01-31,1983-1984,Aug-Jan,3.13,1.7,2.24
1984-02-29,1983-1984,Sep-Feb,3.64,2.19,2.69
1984-03-31,1983-1984,Oct-Mar,3.42,1.9,2.43
1984-04-30,1984-1985,Nov-Apr,2.31,1.55,1.88
1984-05-31,1984-1985,Dec-May,1.05,1.0,1.11
1984-06-30,1984-1985,Jan-Jun,1.56,1.2,1.4
1984-07-31,1984-1985,Feb-Jul,2.16,1.27,1.67
1984-08-31,1984-1985,Mar-Aug,1.5,1.29,1.42
1984-09-30,1984-1985,Apr-Sep,1.04,0.96,1.02
1984-10-31,1984-1985,May-Oct,1.23,1.0,1.11
1984-11-30,1984-1985,Jun-Nov,1.69,1.27,1.44
1984-12-31,1984-1985,Jul-Dec,0.88,0.84,0.88
1985-01-31,1984-1985,Aug-Jan,-0.61,-0.34,-0.46
1985-02-28,1984-1985,Sep-Feb,-0.5,-0.31,-0.4
1985-03-31,1984-1985,Oct-Mar,-0.37,-0.03,-0.17
1985-04-30,1985-1986,Nov-Apr,-0.43,-0.08,-0.24
1985-05-31,1985-1986,Dec-May,-0.85,-0.89,-0.97
1985-06-30,1985-1986,Jan-Jun,-0.83,-0.77,-0.87
1985-07-31,1985-1986,Feb-Jul,-0.68,-0.34,-0.5
1985-08-31,1985-1986,Mar-Aug,-0.58,-0.39,-0.48
1985-09-30,1985-1986,Apr-Sep,-0.57,-0.33,-0.42
1985-10-31,1985-1986,May-Oct,-0.32,-0.05,-0.14
1985-11-30,1985-1986,Jun-Nov,-0.2,0.03,-0.04
1985-12-31,1985-1986,Jul-Dec,-0.19,0.03,-0.04
1986-01-31,1985-1986,Aug-Jan,-0.29,0.0,-0.09
1986-02-28,1985-1986,Sep-Feb,-0.49,-0.3,-0.39
1986-03-31,1985-1986,Oct-Mar,-0.48,-0.2,-0.33
1986-04-30,1986-1987,Nov-Apr,-0.79,-0.89,-0.93
1986-05-31,1986-1987,Dec-May,-0.72,-0.47,-0.63
1986-06-30,1986-1987,Jan-Jun,-0.62,-0.3,-0.45
1986-07-31,1986-1987,Feb-Jul,-0.77,-0.48,-0.65
1986-08-31,1986-1987,Mar-Aug,0.72,0.84,0.84
1986-09-30,1986-1987,Apr-Sep,0.97,0.92,0.97
1986-10-31,1986-1987,May-Oct,1.29,1.03,1.15
1986-11-30,1986-1987,Jun-Nov,2.06,1.44,1.68
1986-12-31,1986-1987,Jul-Dec,2.51,1.67,1.97
1987-01-31,1986-1987,Aug-Jan,2.64,1.55,1.98
1987-02-28,1986-1987,Sep-Feb,0.46,0.7,0.64
1987-03-31,1986-1987,Oct-Mar,0.34,0.68,0.6
1987-04-30,1987-1988,Nov-Apr,0.23,0.62,0.52
1987-05-31,1987-1988,Dec-May,-0.5,-0.05,-0.24
1987-06-30,1987-1988,Jan-Jun,-0.88,-0.92,-0.99
1987-07-31,1987-1988,Feb-Jul,-0.95,-0.83,-0.97
1987-08-31,1987-1988,Mar-Aug,-0.84,-0.81,-0.87
1987-09-30,1987-1988,Apr-Sep,-1.15,-1.18,-1.21
1987-10-31,1987-1988,May-Oct,-0.72,-0.47,-0.57
1987-11-30,1987-1988,Jun-Nov,-0.71,-0.49,-0.58
1987-12-31,1987-1988,Jul-Dec,-0.35,-0.12,-0.2
1988-01-31,1987-1988,Aug-Jan,0.08,0.31,0.27
1988-02-29,1987-1988,Sep-Feb,-0.12,0.17,0.07
1988-03-31,1987-1988,Oct-Mar,0.21,0.57,0.48
1988-04-30,1988-1989,Nov-Apr,-0.03,0.4,0.27
1988-05-31,1988-1989,Dec-May,-0.1,0.38,0.24
1988-06-30,1988-1989,Jan-Jun,-0.44,-0.03,-0.19
1988-07-31,1988-1989,Feb-Jul,-0.65,-0.3,-0.46
1988-08-31,1988-1989,Mar-Aug,-0.82,-0.78,-0.84
1988-09-30,1988-1989,Apr-Sep,-1.11,-1.12,-1.16
1988-10-31,1988-1989,May-Oct,-1.41,-1.51,-1.53
1988-11-30,1988-1989,Jun-Nov,-1.43,-1.58,-1.58
1988-12-31,1988-1989,Jul-Dec,-1.33,-1.42,-1.44
1989-01-31,1988-1989,Aug-Jan,-1.13,-1.11,-1.2
1989-02-28,1988-1989,Sep-Feb,-1.12,-1.7,-1.54
1989-03-31,1988-1989,Oct-Mar,-0.93,-1.39,-1.3
1989-04-30,1989-1990,Nov-Apr,-0.91,-1.48,-1.35
1989-05-31,1989-1990,Dec-May,-0.95,-1.56,-1.45
1989-06-30,1989-1990,Jan-Jun,-1.11,-2.58,-2.08
1989-07-31,1989-1990,Feb-Jul,-1.31,-2.92,-2.45
1989-08-31,1989-1990,Mar-Aug,-1.48,-2.94,-2.45
1989-09-30,1989-1990,Apr-Sep,-1.73,-2.88,-2.51
1989-10-31,1989-1990,May-Oct,-1.91,-2.96,-2.64
1989-11-30,1989-1990,Jun-Nov,-1.85,-2.65,-2.43
1989-12-31,1989-1990,Jul-Dec,-1.72,-2.29,-2.15
1990-01-31,1989-1990,Aug-Jan,-1.19,-1.23,-1.31
1990-02-28,1989-1990,Sep-Feb,-0.68,-0.61,-0.67
1990-03-31,1989-1990,Oct-Mar,-0.36,-0.01,-0.15
1990-04-30,1990-1991,Nov-Apr,0.37,0.72,0.65
1990-05-31,1990-1991,Dec-May,0.4,0.71,0.67
1990-06-30,1990-1991,Jan-Jun,0.33,0.64,0.59
1990-07-31,1990-1991,Feb-Jul,0.06,0.38,0.32
1990-08-31,1990-1991,Mar-Aug,-0.5,-0.29,-0.39
1990-09-30,1990-1991,Apr-Sep,-0.71,-0.5,-0.59
1990-10-31,1990-1991,May-Oct,-1.15,-1.04,-1.11
1990-11-30,1990-1991,Jun-Nov,-0.61,-0.37,-0.46
1990-12-31,1990-1991,Jul-Dec,-0.61,-0.39,-0.48
1991-01-31,1990-1991,Aug-Jan,-0.19,0.09,0.0
1991-02-28,1990-1991,Sep-Feb,0.04,0.34,0.24
1991-03-31,1990-1991,Oct-Mar,0.15,0.52,0.42
1991-04-30,1991-1992,Nov-Apr,-0.02,0.41,0.28
1991-05-31,1991-1992,Dec-May,-0.82,-0.77,-0.88
1991-06-30,1991-1992,Jan-Jun,-0.81,-0.71,-0.82
1991-07-31,1991-1992,Feb-Jul,-0.49,-0.1,-0.25
1991-08-31,1991-1992,Mar-Aug,-0.32,-0.06,-0.16
1991-09-30,1991-1992,Apr-Sep,-0.0,0.23,0.17
1991-10-31,1991-1992,May-Oct,0.51,0.59,0.59
1991-11-30,1991-1992,Jun-Nov,0.84,0.8,0.84
1991-12-31,1991-1992,Jul-Dec,0.95,0.88,0.94
1992-01-31,1991-1992,Aug-Jan,0.54,0.62,0.65
1992-02-29,1991-1992,Sep-Feb,0.25,0.53,0.45
1992-03-31,1991-1992,Oct-Mar,0.01,0.4,0.28
1992-04-30,1992-1993,Nov-Apr,-0.34,0.05,-0.11
1992-05-31,1992-1993,Dec-May,0.06,0.5,0.4
1992-06-30,1992-1993,Jan-Jun,0.37,0.67,0.62
1992-07-31,1992-1993,Feb-Jul,0.53,0.66,0.7
1992-08-31,1992-1993,Mar-Aug,0.4,0.61,0.57
1992-09-30,1992-1993,Apr-Sep,0.27,0.45,0.41
1992-10-31,1992-1993,May-Oct,0.32,0.46,0.44
1992-11-30,1992-1993,Jun-Nov,-0.22,0.01,-0.06
1992-12-31,1992-1993,Jul-Dec,-0.88,-0.73,-0.81
1993-01-31,1992-1993,Aug-Jan,-1.08,-1.02,-1.12
1993-02-28,1992-1993,Sep-Feb,-0.85,-0.95,-0.96
1993-03-31,1992-1993,Oct-Mar,-0.73,-0.69,-0.76
1993-04-30,1993-1994,Nov-Apr,-0.7,-0.62,-0.71
1993-05-31,1993-1994,Dec-May,-0.43,0.04,-0.14
1993-06-30,1993-1994,Jan-Jun,-0.39,0.03,-0.13
1993-07-31,1993-1994,Feb-Jul,-0.55,-0.17,-0.32
1993-08-31,1993-1994,Mar-Aug,-0.58,-0.39,-0.48
1993-09-30,1993-1994,Apr-Sep,-0.3,-0.04,-0.13
1993-10-31,1993-1994,May-Oct,-0.13,0.12,0.05
1993-11-30,1993-1994,Jun-Nov,-0.19,0.04,-0.03
1993-12-31,1993-1994,Jul-Dec,0.23,0.39,0.36
1994-01-31,1993-1994,Aug-Jan,0.53,0.62,0.65
1994-02-28,1993-1994,Sep-Feb,0.38,0.64,0.58
1994-03-31,1993-1994,Oct-Mar,0.14,0.52,0.41
1994-04-30,1994-1995,Nov-Apr,-0.02,0.4,0.27
1994-05-31,1994-1995,Dec-May,-0.06,0.41,0.29
1994-06-30,1994-1995,Jan-Jun,-0.58,-0.23,-0.39
1994-07-31,1994-1995,Feb-Jul,-0.63,-0.27,-0.43
